"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 12:59:24 GMT 2023","Sun Apr 23 12:59:29 GMT 2023","5461","vizsgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"passed","Sun Apr 23 13:00:24 GMT 2023","Sun Apr 23 13:00:31 GMT 2023","7348","vizsgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
"passed","Sun Apr 23 12:59:07 GMT 2023","Sun Apr 23 12:59:10 GMT 2023","2980","vizsgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sun Apr 23 12:59:11 GMT 2023","Sun Apr 23 12:59:16 GMT 2023","5286","vizsgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
"passed","Sun Apr 23 12:59:17 GMT 2023","Sun Apr 23 12:59:22 GMT 2023","5394","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"passed","Sun Apr 23 13:00:17 GMT 2023","Sun Apr 23 13:00:23 GMT 2023","5337","vizsgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"passed","Sun Apr 23 12:59:55 GMT 2023","Sun Apr 23 13:00:10 GMT 2023","14233","vizsgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"passed","Sun Apr 23 12:59:05 GMT 2023","Sun Apr 23 12:59:06 GMT 2023","351","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"passed","Sun Apr 23 13:00:11 GMT 2023","Sun Apr 23 13:00:16 GMT 2023","5459","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATOK LEMENTÉSE FELÜLETRŐL",""
"passed","Sun Apr 23 12:59:38 GMT 2023","Sun Apr 23 12:59:54 GMT 2023","16067","vizsgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
"passed","Sun Apr 23 12:59:30 GMT 2023","Sun Apr 23 12:59:37 GMT 2023","7108","vizsgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
