"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 22 17:45:31 GMT 2023","Sat Apr 22 17:45:38 GMT 2023","6897","viszgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
"passed","Sat Apr 22 17:45:56 GMT 2023","Sat Apr 22 17:46:02 GMT 2023","5307","viszgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"passed","Sat Apr 22 17:45:47 GMT 2023","Sat Apr 22 17:45:55 GMT 2023","8291","viszgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"passed","Sat Apr 22 17:45:18 GMT 2023","Sat Apr 22 17:45:24 GMT 2023","5366","viszgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"passed","Sat Apr 22 17:45:08 GMT 2023","Sat Apr 22 17:45:11 GMT 2023","2368","viszgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sat Apr 22 17:46:03 GMT 2023","Sat Apr 22 17:46:09 GMT 2023","6306","viszgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
"passed","Sat Apr 22 17:45:12 GMT 2023","Sat Apr 22 17:45:17 GMT 2023","5267","viszgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
"passed","Sat Apr 22 17:45:07 GMT 2023","Sat Apr 22 17:45:07 GMT 2023","48","viszgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"passed","Sat Apr 22 17:45:25 GMT 2023","Sat Apr 22 17:45:30 GMT 2023","5411","viszgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"broken","Sat Apr 22 17:45:40 GMT 2023","Sat Apr 22 17:45:46 GMT 2023","5246","viszgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
