"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Apr 22 17:41:36 GMT 2023","Sat Apr 22 17:41:36 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
"broken","Sat Apr 22 17:41:34 GMT 2023","Sat Apr 22 17:41:34 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
"broken","Sat Apr 22 17:41:32 GMT 2023","Sat Apr 22 17:41:32 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"broken","Sat Apr 22 17:41:31 GMT 2023","Sat Apr 22 17:41:31 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
"broken","Sat Apr 22 17:41:35 GMT 2023","Sat Apr 22 17:41:35 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"broken","Sat Apr 22 17:41:35 GMT 2023","Sat Apr 22 17:41:35 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"broken","Sat Apr 22 17:41:32 GMT 2023","Sat Apr 22 17:41:32 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"broken","Sat Apr 22 17:41:30 GMT 2023","Sat Apr 22 17:41:30 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"broken","Sat Apr 22 17:41:24 GMT 2023","Sat Apr 22 17:41:24 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"broken","Sat Apr 22 17:41:33 GMT 2023","Sat Apr 22 17:41:33 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
