"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 22 21:17:58 GMT 2023","Sat Apr 22 21:18:04 GMT 2023","5346","viszgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
"passed","Sat Apr 22 21:18:05 GMT 2023","Sat Apr 22 21:18:10 GMT 2023","5461","viszgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"passed","Sat Apr 22 21:17:54 GMT 2023","Sat Apr 22 21:17:57 GMT 2023","2477","viszgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sat Apr 22 21:18:18 GMT 2023","Sat Apr 22 21:18:26 GMT 2023","7800","viszgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
"passed","Sat Apr 22 21:18:50 GMT 2023","Sat Apr 22 21:18:55 GMT 2023","5370","viszgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"passed","Sat Apr 22 21:17:53 GMT 2023","Sat Apr 22 21:17:53 GMT 2023","66","viszgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"broken","Sat Apr 22 21:18:27 GMT 2023","Sat Apr 22 21:18:32 GMT 2023","5324","viszgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
"passed","Sat Apr 22 21:18:34 GMT 2023","Sat Apr 22 21:18:42 GMT 2023","8355","viszgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"passed","Sat Apr 22 21:18:43 GMT 2023","Sat Apr 22 21:18:49 GMT 2023","5493","viszgaremek_teszt","conduit_test","TestConduit","","","test_save_data",""
"passed","Sat Apr 22 21:18:11 GMT 2023","Sat Apr 22 21:18:17 GMT 2023","5482","viszgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"passed","Sat Apr 22 21:18:56 GMT 2023","Sat Apr 22 21:19:03 GMT 2023","7032","viszgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
