"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 22 21:06:19 GMT 2023","Sat Apr 22 21:06:22 GMT 2023","2477","viszgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sat Apr 22 21:06:57 GMT 2023","Sat Apr 22 21:07:05 GMT 2023","8279","viszgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"passed","Sat Apr 22 21:07:19 GMT 2023","Sat Apr 22 21:07:26 GMT 2023","6742","viszgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
"passed","Sat Apr 22 21:06:29 GMT 2023","Sat Apr 22 21:06:35 GMT 2023","5361","viszgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"broken","Sat Apr 22 21:06:50 GMT 2023","Sat Apr 22 21:06:55 GMT 2023","5234","viszgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
"passed","Sat Apr 22 21:06:23 GMT 2023","Sat Apr 22 21:06:28 GMT 2023","5253","viszgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
"passed","Sat Apr 22 21:07:13 GMT 2023","Sat Apr 22 21:07:18 GMT 2023","5292","viszgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"passed","Sat Apr 22 21:07:06 GMT 2023","Sat Apr 22 21:07:11 GMT 2023","5377","viszgaremek_teszt","conduit_test","TestConduit","","","test_save_data",""
"passed","Sat Apr 22 21:06:36 GMT 2023","Sat Apr 22 21:06:41 GMT 2023","5401","viszgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"passed","Sat Apr 22 21:06:18 GMT 2023","Sat Apr 22 21:06:18 GMT 2023","216","viszgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"passed","Sat Apr 22 21:06:42 GMT 2023","Sat Apr 22 21:06:49 GMT 2023","6916","viszgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
