"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 11:15:56 GMT 2023","Sun Apr 23 11:15:56 GMT 2023","123","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"passed","Sun Apr 23 11:16:01 GMT 2023","Sun Apr 23 11:16:06 GMT 2023","5268","vizsgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
"passed","Sun Apr 23 11:16:20 GMT 2023","Sun Apr 23 11:16:27 GMT 2023","7159","vizsgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
"passed","Sun Apr 23 11:16:07 GMT 2023","Sun Apr 23 11:16:13 GMT 2023","5372","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"passed","Sun Apr 23 11:15:57 GMT 2023","Sun Apr 23 11:16:00 GMT 2023","2403","vizsgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sun Apr 23 11:16:36 GMT 2023","Sun Apr 23 11:16:41 GMT 2023","5396","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATOK LEMENTÉSE FELÜLETRŐL",""
"passed","Sun Apr 23 11:16:42 GMT 2023","Sun Apr 23 11:16:47 GMT 2023","5304","vizsgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"passed","Sun Apr 23 11:16:14 GMT 2023","Sun Apr 23 11:16:19 GMT 2023","5411","vizsgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"broken","Sun Apr 23 11:16:29 GMT 2023","Sun Apr 23 11:16:34 GMT 2023","5602","vizsgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
"passed","Sun Apr 23 11:16:49 GMT 2023","Sun Apr 23 11:16:55 GMT 2023","6785","vizsgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
