"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 22 21:31:12 GMT 2023","Sat Apr 22 21:31:17 GMT 2023","5293","viszgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"passed","Sat Apr 22 21:30:56 GMT 2023","Sat Apr 22 21:31:04 GMT 2023","8272","viszgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"passed","Sat Apr 22 21:31:18 GMT 2023","Sat Apr 22 21:31:25 GMT 2023","6763","viszgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
"passed","Sat Apr 22 21:30:19 GMT 2023","Sat Apr 22 21:30:21 GMT 2023","2375","viszgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sat Apr 22 21:30:22 GMT 2023","Sat Apr 22 21:30:28 GMT 2023","5253","viszgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
"passed","Sat Apr 22 21:30:42 GMT 2023","Sat Apr 22 21:30:48 GMT 2023","6902","viszgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
"passed","Sat Apr 22 21:30:18 GMT 2023","Sat Apr 22 21:30:18 GMT 2023","49","viszgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"passed","Sat Apr 22 21:30:29 GMT 2023","Sat Apr 22 21:30:34 GMT 2023","5359","viszgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"passed","Sat Apr 22 21:31:05 GMT 2023","Sat Apr 22 21:31:11 GMT 2023","5391","viszgaremek_teszt","conduit_test","TestConduit","","","test_save_data",""
"passed","Sat Apr 22 21:30:35 GMT 2023","Sat Apr 22 21:30:41 GMT 2023","5388","viszgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"broken","Sat Apr 22 21:30:50 GMT 2023","Sat Apr 22 21:30:55 GMT 2023","5232","viszgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
