"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 15:01:41 GMT 2023","Sun Apr 23 15:01:41 GMT 2023","48","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"passed","Sun Apr 23 15:01:42 GMT 2023","Sun Apr 23 15:01:45 GMT 2023","2389","vizsgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sun Apr 23 15:02:30 GMT 2023","Sun Apr 23 15:02:45 GMT 2023","14612","vizsgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"passed","Sun Apr 23 15:01:59 GMT 2023","Sun Apr 23 15:02:04 GMT 2023","5428","vizsgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"passed","Sun Apr 23 15:01:46 GMT 2023","Sun Apr 23 15:01:51 GMT 2023","5282","vizsgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
"passed","Sun Apr 23 15:01:52 GMT 2023","Sun Apr 23 15:01:58 GMT 2023","5430","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"passed","Sun Apr 23 15:02:13 GMT 2023","Sun Apr 23 15:02:29 GMT 2023","16008","vizsgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
"passed","Sun Apr 23 15:02:46 GMT 2023","Sun Apr 23 15:02:51 GMT 2023","5434","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATOK LEMENTÉSE FELÜLETRŐL",""
"passed","Sun Apr 23 15:02:53 GMT 2023","Sun Apr 23 15:02:58 GMT 2023","5339","vizsgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"passed","Sun Apr 23 15:02:05 GMT 2023","Sun Apr 23 15:02:12 GMT 2023","6631","vizsgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
"passed","Sun Apr 23 15:02:59 GMT 2023","Sun Apr 23 15:03:06 GMT 2023","6877","vizsgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
