"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Apr 22 19:54:07 GMT 2023","Sat Apr 22 19:54:07 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
"broken","Sat Apr 22 19:54:09 GMT 2023","Sat Apr 22 19:54:09 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
"broken","Sat Apr 22 19:54:05 GMT 2023","Sat Apr 22 19:54:05 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"broken","Sat Apr 22 19:54:07 GMT 2023","Sat Apr 22 19:54:07 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"broken","Sat Apr 22 19:54:09 GMT 2023","Sat Apr 22 19:54:09 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"broken","Sat Apr 22 19:54:08 GMT 2023","Sat Apr 22 19:54:08 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","test_save_data",""
"broken","Sat Apr 22 19:54:05 GMT 2023","Sat Apr 22 19:54:05 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"broken","Sat Apr 22 19:54:06 GMT 2023","Sat Apr 22 19:54:06 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
"broken","Sat Apr 22 19:54:04 GMT 2023","Sat Apr 22 19:54:04 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
"broken","Sat Apr 22 19:54:03 GMT 2023","Sat Apr 22 19:54:03 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"broken","Sat Apr 22 19:54:02 GMT 2023","Sat Apr 22 19:54:02 GMT 2023","0","viszgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
