"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 15:09:57 GMT 2023","Sun Apr 23 15:10:02 GMT 2023","5451","vizsgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"passed","Sun Apr 23 15:10:50 GMT 2023","Sun Apr 23 15:10:56 GMT 2023","5340","vizsgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"passed","Sun Apr 23 15:10:57 GMT 2023","Sun Apr 23 15:11:04 GMT 2023","7338","vizsgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
"passed","Sun Apr 23 15:09:50 GMT 2023","Sun Apr 23 15:09:56 GMT 2023","5379","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"passed","Sun Apr 23 15:10:03 GMT 2023","Sun Apr 23 15:10:10 GMT 2023","6875","vizsgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
"passed","Sun Apr 23 15:09:39 GMT 2023","Sun Apr 23 15:09:39 GMT 2023","49","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"passed","Sun Apr 23 15:10:44 GMT 2023","Sun Apr 23 15:10:49 GMT 2023","5458","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATOK LEMENTÉSE FELÜLETRŐL",""
"passed","Sun Apr 23 15:09:41 GMT 2023","Sun Apr 23 15:09:43 GMT 2023","2385","vizsgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sun Apr 23 15:10:28 GMT 2023","Sun Apr 23 15:10:43 GMT 2023","14647","vizsgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"passed","Sun Apr 23 15:10:11 GMT 2023","Sun Apr 23 15:10:27 GMT 2023","15580","vizsgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
"passed","Sun Apr 23 15:09:44 GMT 2023","Sun Apr 23 15:09:49 GMT 2023","5304","vizsgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
