"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 12:49:59 GMT 2023","Sun Apr 23 12:50:04 GMT 2023","5295","vizsgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"passed","Sun Apr 23 12:49:52 GMT 2023","Sun Apr 23 12:49:58 GMT 2023","5415","vizsgaremek_teszt","conduit_test","TestConduit","","","test_save_data",""
"passed","Sun Apr 23 12:48:49 GMT 2023","Sun Apr 23 12:48:52 GMT 2023","2347","vizsgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sun Apr 23 12:50:05 GMT 2023","Sun Apr 23 12:50:12 GMT 2023","6779","vizsgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
"passed","Sun Apr 23 12:48:53 GMT 2023","Sun Apr 23 12:48:58 GMT 2023","5258","vizsgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
"passed","Sun Apr 23 12:49:12 GMT 2023","Sun Apr 23 12:49:19 GMT 2023","6888","vizsgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
"passed","Sun Apr 23 12:49:37 GMT 2023","Sun Apr 23 12:49:51 GMT 2023","14620","vizsgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"passed","Sun Apr 23 12:49:06 GMT 2023","Sun Apr 23 12:49:11 GMT 2023","5419","vizsgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"passed","Sun Apr 23 12:48:59 GMT 2023","Sun Apr 23 12:49:05 GMT 2023","5349","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"passed","Sun Apr 23 12:48:48 GMT 2023","Sun Apr 23 12:48:48 GMT 2023","49","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"passed","Sun Apr 23 12:49:20 GMT 2023","Sun Apr 23 12:49:36 GMT 2023","15454","vizsgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
