"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 22 17:22:03 GMT 2023","Sat Apr 22 17:22:08 GMT 2023","5373","viszgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"passed","Sat Apr 22 17:22:31 GMT 2023","Sat Apr 22 17:22:39 GMT 2023","8290","viszgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"passed","Sat Apr 22 17:22:16 GMT 2023","Sat Apr 22 17:22:23 GMT 2023","6788","viszgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
"passed","Sat Apr 22 17:22:10 GMT 2023","Sat Apr 22 17:22:15 GMT 2023","5418","viszgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"passed","Sat Apr 22 17:21:57 GMT 2023","Sat Apr 22 17:22:02 GMT 2023","5273","viszgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
"passed","Sat Apr 22 17:22:47 GMT 2023","Sat Apr 22 17:22:53 GMT 2023","6919","viszgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
"broken","Sat Apr 22 17:22:24 GMT 2023","Sat Apr 22 17:22:30 GMT 2023","5246","viszgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
"passed","Sat Apr 22 17:21:53 GMT 2023","Sat Apr 22 17:21:55 GMT 2023","2366","viszgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sat Apr 22 17:21:52 GMT 2023","Sat Apr 22 17:21:52 GMT 2023","51","viszgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"passed","Sat Apr 22 17:22:40 GMT 2023","Sat Apr 22 17:22:45 GMT 2023","5321","viszgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
