"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 12:26:28 GMT 2023","Sun Apr 23 12:26:28 GMT 2023","204","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"passed","Sun Apr 23 12:26:40 GMT 2023","Sun Apr 23 12:26:45 GMT 2023","5366","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"passed","Sun Apr 23 12:26:29 GMT 2023","Sun Apr 23 12:26:32 GMT 2023","2605","vizsgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sun Apr 23 12:27:01 GMT 2023","Sun Apr 23 12:27:17 GMT 2023","16013","vizsgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
"passed","Sun Apr 23 12:27:34 GMT 2023","Sun Apr 23 12:27:39 GMT 2023","5442","vizsgaremek_teszt","conduit_test","TestConduit","","","test_save_data",""
"passed","Sun Apr 23 12:26:53 GMT 2023","Sun Apr 23 12:27:00 GMT 2023","7251","vizsgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
"passed","Sun Apr 23 12:26:46 GMT 2023","Sun Apr 23 12:26:52 GMT 2023","5430","vizsgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"broken","Sun Apr 23 12:27:18 GMT 2023","Sun Apr 23 12:27:33 GMT 2023","14224","vizsgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"passed","Sun Apr 23 12:27:41 GMT 2023","Sun Apr 23 12:27:46 GMT 2023","5317","vizsgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"passed","Sun Apr 23 12:27:47 GMT 2023","Sun Apr 23 12:27:54 GMT 2023","6823","vizsgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
"passed","Sun Apr 23 12:26:33 GMT 2023","Sun Apr 23 12:26:39 GMT 2023","5282","vizsgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
