"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 22 21:53:31 GMT 2023","Sat Apr 22 21:53:37 GMT 2023","6337","vizsgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
"passed","Sat Apr 22 21:52:29 GMT 2023","Sat Apr 22 21:52:35 GMT 2023","5374","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"passed","Sat Apr 22 21:52:42 GMT 2023","Sat Apr 22 21:52:50 GMT 2023","7510","vizsgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
"passed","Sat Apr 22 21:52:19 GMT 2023","Sat Apr 22 21:52:19 GMT 2023","49","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"passed","Sat Apr 22 21:53:24 GMT 2023","Sat Apr 22 21:53:30 GMT 2023","5312","vizsgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"passed","Sat Apr 22 21:52:51 GMT 2023","Sat Apr 22 21:53:08 GMT 2023","16513","vizsgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
"passed","Sat Apr 22 21:52:36 GMT 2023","Sat Apr 22 21:52:41 GMT 2023","5410","vizsgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"passed","Sat Apr 22 21:52:20 GMT 2023","Sat Apr 22 21:52:22 GMT 2023","2362","vizsgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sat Apr 22 21:53:18 GMT 2023","Sat Apr 22 21:53:23 GMT 2023","5436","vizsgaremek_teszt","conduit_test","TestConduit","","","test_save_data",""
"passed","Sat Apr 22 21:53:09 GMT 2023","Sat Apr 22 21:53:17 GMT 2023","8304","vizsgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"passed","Sat Apr 22 21:52:23 GMT 2023","Sat Apr 22 21:52:28 GMT 2023","5273","vizsgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
