"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 12:19:35 GMT 2023","Sun Apr 23 12:19:40 GMT 2023","5321","vizsgaremek_teszt","conduit_test","TestConduit","","","KIJELENTKEZÉS",""
"passed","Sun Apr 23 12:18:24 GMT 2023","Sun Apr 23 12:18:24 GMT 2023","50","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATKEZELÉSI NYILATKOZAT HASZNÁLATA",""
"broken","Sun Apr 23 12:19:13 GMT 2023","Sun Apr 23 12:19:27 GMT 2023","14195","vizsgaremek_teszt","conduit_test","TestConduit","","","ADAT VAGY ADATOK TÖRLÉSE",""
"passed","Sun Apr 23 12:18:35 GMT 2023","Sun Apr 23 12:18:40 GMT 2023","5360","vizsgaremek_teszt","conduit_test","TestConduit","","","ADATOK LISTÁZÁSA",""
"passed","Sun Apr 23 12:19:28 GMT 2023","Sun Apr 23 12:19:34 GMT 2023","5418","vizsgaremek_teszt","conduit_test","TestConduit","","","test_save_data",""
"passed","Sun Apr 23 12:18:41 GMT 2023","Sun Apr 23 12:18:46 GMT 2023","5415","vizsgaremek_teszt","conduit_test","TestConduit","","","TÖBB OLDALAS LISTA BEJÁRÁSA",""
"passed","Sun Apr 23 12:18:56 GMT 2023","Sun Apr 23 12:19:12 GMT 2023","15988","vizsgaremek_teszt","conduit_test","TestConduit","","","ISMÉTELT ÉS SOROZATOS ADATBEVITEL ADATFORRÁSBÓL",""
"passed","Sun Apr 23 12:18:28 GMT 2023","Sun Apr 23 12:18:33 GMT 2023","5269","vizsgaremek_teszt","conduit_test","TestConduit","","","BEJELENTKEZÉS",""
"passed","Sun Apr 23 12:18:25 GMT 2023","Sun Apr 23 12:18:27 GMT 2023","2358","vizsgaremek_teszt","conduit_test","TestConduit","","","REGISZTRÁCIÓ",""
"passed","Sun Apr 23 12:19:41 GMT 2023","Sun Apr 23 12:19:48 GMT 2023","6759","vizsgaremek_teszt","conduit_test","TestConduit","","","MEGLÉVŐ ADAT MÓDOSÍTÁS",""
"passed","Sun Apr 23 12:18:48 GMT 2023","Sun Apr 23 12:18:55 GMT 2023","7139","vizsgaremek_teszt","conduit_test","TestConduit","","","ÚJ ADAT BEVITEL",""
